# fit-table.csv — does each product of the range fit the silicon.
#
# GENERATED by tools/dsp/product_fit.py (S28 gate 1). Do not hand-edit.
#
# ONE FIRMWARE, THREE WORDS (decision D3). Every row below is the SAME
# image — the superset graph of MW/D32/DSP/SHARC/dsp.csv, built from
# shipping.config.s26 as chip1 6396187c / chip2 9222c2ee — with a
# different CFG_PRODUCT_ID, CFG_CHAN_MASK and CFG_AUX_MASK. `cells_*`
# come from the product's own mx-master, expanded by
# defs/tools/expand_matrix.py and intersected with the graph by
# MW/D32/DSP/gen_dsp.py --propose.
#
# chip{1,2}_built_pct is the CONSTRUCTION (S28 gate 1): a two-point
# interpolation of the driven rows measured on d24 and d32, chip 1
# against the channel count, chip 2 against the aux count plus the
# product's own FX engine count. chip{1,2}_avg_pct and _worst_pct are
# MEASURED where source says so. `fits` is against the WORST BLOCK.
#
# row A silent/default | B silent/load | D driven, FX off |
# C driven, the product's FX load. C is the row a product ships
# against.
#
# REGENERATE WITH THE MEASURED ROWS, or they are lost (S32): the
# measured product rows come from --measured, and running this script
# without it silently replaces them with the construction. S28 passed
# a JSON that was never committed; it is committed now, recovered
# from this table, so the file regenerates from the repo alone:
#   python3 tools/dsp/product_fit.py \
#       --measured MW/D32/DSP/fit-measured.json \
#       --csv MW/D32/DSP/fit-table.csv
#
# Rows tagged @s32 are WINDOW CANDIDATE B: the same
# products, cells and masks, built from shipping.config.s32 —
# shipping.config.s26 plus one effective line, DSP4_AUXIN_BYPASS=1
# (chip1 6396187c, the SAME BYTES as candidate A; chip2 df5cc181).
# A separate family so that no product row above is replaced by a
# figure taken on an image the window has not signed. Measured
# 2026-09-11, both candidates on one night, two boots a row an arm.
# The C and D rows of candidate B ran a PARTIAL driven regime —
# identically in both arms — because the driveall bitstream needs a
# CPLD reflash that session was forbidden; rows A and B are
# stimulus-stopped and are the comparable ones, and row B is the row
# that decides D32's fit. Supersedes S32's four @s32-lead rows.
# See MW/D32/DSP/dsp4-s33-20260911.md and window-candidate.md §5.
#
# THE FOURTH WORD ARRIVED AFTER EVERY MEASURED ROW BELOW WAS TAKEN
# (S79). CFG_MTX_MASK gates the matrix chains and C2_MIX_AUX_nn
# joined the aux gate, so nodes_run / nodes_gated_off in every row
# are TODAY's census while the percentages are the S27/S28/S32
# measurements of a firmware that called all of them: 10 more node
# instances on a D24, 18 on a D16, 20 on a D12, none on a D32.
# The D12 and D16 rows are therefore PESSIMISTIC by an unmeasured
# margin and the D32 rows are not. S79's own driven rows are in
# MW/D24/DSP/s79/bypass.md and are deliberately NOT merged here:
# they were taken on the S78-fixed driveall bitstream and a row
# taken on one stimulus is not comparable with a row taken on
# another (see loadlogic.sh). Re-taking S28/S29 on the fixed
# instrument is what makes them mergeable; it is S78-Q4 and it is
# still due.
#
# NOT IN THIS TABLE, and why — a fit table that lists four of the
# range's nine product folders without saying so is a table that
# looks complete and is not:
#   D32RACK: no definition yet — `defs/products/d32rack/` carries only an intake report, whose first line is "no generated master cell list — run the def pipeline first". There is no d32rack.csv and no gen/matrix/d32rack-mx-master.csv, so there is no cell count to generate and no fit to predict. HUB ITEM.
#   D32C: no definition yet — same as d32rack: intake report only, "no generated master cell list". HUB ITEM.
#   D32R: no definition yet — same as d32rack: intake report only, "no generated master cell list". HUB ITEM.
#   D64: above the platform line. 64 channels and 16 aux: decision D6 puts the SHARC DSP4 card at up to 32 ch @ 48 kHz and everything above it on the single-chip FPGA engine. The graph could not carry it either — NUM_CH is 32 and CFG_CHAN_MASK is one 32-bit word — so this is not a number this firmware has.
#   D128: above the platform line, as d64: 128 channels, 32 aux, LCR main. FPGA engine (see fpga/), not DSP4.
#
product,row,source,ch,aux,fx,product_id,chan_mask,aux_mask,mtx_mask,cells_defined,cells_addressed,cells_unmapped,nodes_run,nodes_gated_off,chip1_built_pct,chip1_avg_pct,chip1_worst_pct,chip2_built_pct,chip2_avg_pct,chip2_worst_pct,fits,note
d12,B_silent_load@s32,measured (s32),12,4,4,1,0x00000FFF,0x0000000F,0x00000000,2336,1792,544,341,360,31.32,33.12,33.37,61.71,64.97,65.22,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): FOUR switched-off AUX_INPUT nodes not called (the snake eight are scope-gated off below D32); chip 2 -1.5 to -1.8 pts, headroom not a rescue"
d12,C_driven_load@s32,measured (s32),12,4,4,1,0x00000FFF,0x0000000F,0x00000000,2336,1792,544,341,360,30.81,33.28,33.40,61.24,64.93,64.93,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): FOUR switched-off AUX_INPUT nodes not called (the snake eight are scope-gated off below D32); chip 2 -1.5 to -1.8 pts, headroom not a rescue  [PARTIAL REGIME: the driveall bitstream could not be loaded - the CPLD was not reflashed - so this row ran 0 of 64 chip-1 and 27 of 32 chip-2 envelopes, IDENTICALLY IN BOTH ARMS. Rows A and B are stimulus-stopped and are the comparable ones.]"
d12,D_driven_fxoff@s32,measured (s32),12,4,4,1,0x00000FFF,0x0000000F,0x00000000,2336,1792,544,341,360,31.24,33.17,33.37,48.09,51.83,51.93,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): FOUR switched-off AUX_INPUT nodes not called (the snake eight are scope-gated off below D32); chip 2 -1.5 to -1.8 pts, headroom not a rescue  [PARTIAL REGIME: the driveall bitstream could not be loaded - the CPLD was not reflashed - so this row ran 0 of 64 chip-1 and 27 of 32 chip-2 envelopes, IDENTICALLY IN BOTH ARMS. Rows A and B are stimulus-stopped and are the comparable ones.]"
d16,A_silent_default@s32,measured (s32),16,6,4,1,0x0000FFFF,0x0000003F,0x00000000,3318,2586,732,409,292,36.06,36.92,37.15,56.48,56.62,56.73,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): FOUR switched-off AUX_INPUT nodes not called (the snake eight are scope-gated off below D32); chip 2 -1.5 to -1.8 pts, headroom not a rescue"
d16,B_silent_load@s32,measured (s32),16,6,4,1,0x0000FFFF,0x0000003F,0x00000000,3318,2586,732,409,292,40.87,41.64,41.72,69.83,71.37,71.60,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): FOUR switched-off AUX_INPUT nodes not called (the snake eight are scope-gated off below D32); chip 2 -1.5 to -1.8 pts, headroom not a rescue"
d16,C_driven_load@s32,measured (s32),16,6,4,1,0x0000FFFF,0x0000003F,0x00000000,3318,2586,732,409,292,40.48,41.70,41.70,69.46,71.35,71.45,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): FOUR switched-off AUX_INPUT nodes not called (the snake eight are scope-gated off below D32); chip 2 -1.5 to -1.8 pts, headroom not a rescue  [PARTIAL REGIME: the driveall bitstream could not be loaded - the CPLD was not reflashed - so this row ran 0 of 64 chip-1 and 27 of 32 chip-2 envelopes, IDENTICALLY IN BOTH ARMS. Rows A and B are stimulus-stopped and are the comparable ones.]"
d16,D_driven_fxoff@s32,measured (s32),16,6,4,1,0x0000FFFF,0x0000003F,0x00000000,3318,2586,732,409,292,40.80,41.61,41.94,56.23,58.10,58.39,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): FOUR switched-off AUX_INPUT nodes not called (the snake eight are scope-gated off below D32); chip 2 -1.5 to -1.8 pts, headroom not a rescue  [PARTIAL REGIME: the driveall bitstream could not be loaded - the CPLD was not reflashed - so this row ran 0 of 64 chip-1 and 27 of 32 chip-2 envelopes, IDENTICALLY IN BOTH ARMS. Rows A and B are stimulus-stopped and are the comparable ones.]"
d24,A_silent_default@s32,measured (s32),24,8,6,1,0x00FFFFFF,0x000000FF,0x00000003,5002,3989,1013,527,174,50.72,50.96,51.06,63.02,61.41,61.69,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): FOUR switched-off AUX_INPUT nodes not called (the snake eight are scope-gated off below D32); chip 2 -1.5 to -1.8 pts, headroom not a rescue"
d24,B_silent_load@s32,measured (s32),24,8,6,1,0x00FFFFFF,0x000000FF,0x00000003,5002,3989,1013,527,174,59.97,59.96,60.16,84.64,82.82,82.97,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): FOUR switched-off AUX_INPUT nodes not called (the snake eight are scope-gated off below D32); chip 2 -1.5 to -1.8 pts, headroom not a rescue"
d24,C_driven_load@s32,measured (s32),24,8,6,1,0x00FFFFFF,0x000000FF,0x00000003,5002,3989,1013,527,174,59.82,60.15,60.27,84.37,82.81,82.98,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): FOUR switched-off AUX_INPUT nodes not called (the snake eight are scope-gated off below D32); chip 2 -1.5 to -1.8 pts, headroom not a rescue  [PARTIAL REGIME: the driveall bitstream could not be loaded - the CPLD was not reflashed - so this row ran 0 of 64 chip-1 and 27 of 32 chip-2 envelopes, IDENTICALLY IN BOTH ARMS. Rows A and B are stimulus-stopped and are the comparable ones.]"
d24,D_driven_fxoff@s32,measured (s32),24,8,6,1,0x00FFFFFF,0x000000FF,0x00000003,5002,3989,1013,527,174,59.91,60.02,60.27,64.38,62.77,62.87,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): FOUR switched-off AUX_INPUT nodes not called (the snake eight are scope-gated off below D32); chip 2 -1.5 to -1.8 pts, headroom not a rescue  [PARTIAL REGIME: the driveall bitstream could not be loaded - the CPLD was not reflashed - so this row ran 0 of 64 chip-1 and 27 of 32 chip-2 envelopes, IDENTICALLY IN BOTH ARMS. Rows A and B are stimulus-stopped and are the comparable ones.]"
d32,A_silent_default@s32,measured (s32),32,12,6,0,0xFFFFFFFF,0x00000FFF,0x0000000F,7014,5780,1234,699,2,65.38,65.44,65.68,76.09,70.96,71.29,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): the twelve switched-off chip-2 AUX_INPUT nodes not called; chip 2 -4.96/-5.35 pts, worst-use rung 95.69 % with ZERO missed (candidate A 100.86 %, 1900 of 270096) -- the twelfth aux fits"
d32,B_silent_load@s32,measured (s32),32,12,6,0,0xFFFFFFFF,0x00000FFF,0x0000000F,7014,5780,1234,699,2,79.07,79.15,79.34,100.88,95.84,95.97,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): the twelve switched-off chip-2 AUX_INPUT nodes not called; chip 2 -4.96/-5.35 pts, worst-use rung 95.69 % with ZERO missed (candidate A 100.86 %, 1900 of 270096) -- the twelfth aux fits"
d32,C_driven_load@s32,measured (s32),32,12,6,0,0xFFFFFFFF,0x00000FFF,0x0000000F,7014,5780,1234,699,2,79.16,79.28,79.50,100.81,95.59,96.00,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): the twelve switched-off chip-2 AUX_INPUT nodes not called; chip 2 -4.96/-5.35 pts, worst-use rung 95.69 % with ZERO missed (candidate A 100.86 %, 1900 of 270096) -- the twelfth aux fits  [PARTIAL REGIME: the driveall bitstream could not be loaded - the CPLD was not reflashed - so this row ran 0 of 64 chip-1 and 27 of 32 chip-2 envelopes, IDENTICALLY IN BOTH ARMS. Rows A and B are stimulus-stopped and are the comparable ones.]"
d32,D_driven_fxoff@s32,measured (s32),32,12,6,0,0xFFFFFFFF,0x00000FFF,0x0000000F,7014,5780,1234,699,2,79.02,79.18,79.51,80.67,75.55,75.88,yes,"window candidate B (DSP4_AUXIN_BYPASS=1): the twelve switched-off chip-2 AUX_INPUT nodes not called; chip 2 -4.96/-5.35 pts, worst-use rung 95.69 % with ZERO missed (candidate A 100.86 %, 1900 of 270096) -- the twelfth aux fits  [PARTIAL REGIME: the driveall bitstream could not be loaded - the CPLD was not reflashed - so this row ran 0 of 64 chip-1 and 27 of 32 chip-2 envelopes, IDENTICALLY IN BOTH ARMS. Rows A and B are stimulus-stopped and are the comparable ones.]"
